lever,target,spearman
adoption_end,final_employment_drop_pct,0.7977613617613618
cognitive_feasibility,final_employment_drop_pct,0.6122334242334242
physical_feasibility,final_employment_drop_pct,0.1232049272049272
retained_profit_share,final_employment_drop_pct,0.07765601365601366
ubi_recapture_rate,final_employment_drop_pct,0.07725708525708526
survivor_gains_share,final_employment_drop_pct,-0.07215663615663616
consumption_stickiness,final_employment_drop_pct,0.05640167464356291
survivor_elasticity,final_employment_drop_pct,-0.05292520092520093
survivor_raise_ceiling,final_employment_drop_pct,0.05188787188787189
baseline_growth_rate,final_employment_drop_pct,-0.04486847686847687
equity_pe_multiple,final_employment_drop_pct,0.04443897243897244
price_reduction_share,final_employment_drop_pct,-0.04285726285726286
compute_effective_rate,final_employment_drop_pct,0.03611127611127611
attrition_rate,final_employment_drop_pct,0.03175145575145575
interest_rate,final_employment_drop_pct,0.02929177729177729
survivor_spillover_to_profit,final_employment_drop_pct,0.025642357642357644
productivity_passthrough,final_employment_drop_pct,0.022399366399366398
mpc,final_employment_drop_pct,-0.01926757302813562
demand_multiplier,final_employment_drop_pct,0.016865152865152864
price_passthrough,final_employment_drop_pct,0.01648006048006048
shareholder_eff_rate,final_employment_drop_pct,0.012435240435240436
robotics_lag,final_employment_drop_pct,0.010766518766518766
auto_cost,final_employment_drop_pct,-0.0077564837564837565
ui_weeks,final_employment_drop_pct,-0.006692974867438548
state_rate_hike_cap,final_employment_drop_pct,0.006375234375234375
cg_realization_rate,final_employment_drop_pct,0.005220581220581221
reabsorption_rate,final_employment_drop_pct,0.004032700032700033
reemployment_haircut,final_employment_drop_pct,0.002426174426174426
ssdi_annual,final_employment_drop_pct,-0.0023754143754143755
lfp_exit_rate,final_employment_drop_pct,0.0021891381891381892
equity_taxable_share,final_employment_drop_pct,0.0014984774984774984
adoption_end,final_fed_deficit_B,-0.6258284658284659
cognitive_feasibility,final_fed_deficit_B,-0.534932490932491
price_reduction_share,final_fed_deficit_B,0.3924201204201204
reabsorption_rate,final_fed_deficit_B,-0.37114127914127915
retained_profit_share,final_fed_deficit_B,-0.29632593232593235
reemployment_haircut,final_fed_deficit_B,0.18964931764931764
compute_effective_rate,final_fed_deficit_B,-0.11852377052377053
lfp_exit_rate,final_fed_deficit_B,0.08288324288324288
attrition_rate,final_fed_deficit_B,-0.06228007428007428
ssdi_annual,final_fed_deficit_B,0.054196290196290194
physical_feasibility,final_fed_deficit_B,-0.049123021123021124
consumption_stickiness,final_fed_deficit_B,-0.04331741778143226
ui_weeks,final_fed_deficit_B,0.04193999044758272
ubi_recapture_rate,final_fed_deficit_B,-0.03991135591135591
mpc,final_fed_deficit_B,0.03821779326544141
baseline_growth_rate,final_fed_deficit_B,0.0367064887064887
equity_taxable_share,final_fed_deficit_B,-0.03536972336972337
productivity_passthrough,final_fed_deficit_B,-0.032404544404544405
auto_cost,final_fed_deficit_B,0.03132767532767533
shareholder_eff_rate,final_fed_deficit_B,-0.027265191265191266
cg_realization_rate,final_fed_deficit_B,-0.024207708207708206
equity_pe_multiple,final_fed_deficit_B,-0.02189057789057789
survivor_spillover_to_profit,final_fed_deficit_B,-0.01789100989100989
survivor_elasticity,final_fed_deficit_B,0.014751950751950751
survivor_gains_share,final_fed_deficit_B,-0.01474001074001074
demand_multiplier,final_fed_deficit_B,-0.012363168363168362
survivor_raise_ceiling,final_fed_deficit_B,-0.008421644421644421
interest_rate,final_fed_deficit_B,-0.006677334677334677
price_passthrough,final_fed_deficit_B,0.0032551472551472552
state_rate_hike_cap,final_fed_deficit_B,-0.002127758127758128
robotics_lag,final_fed_deficit_B,-0.0009071289071289071
